"Watershed_designation","Fire_treatment","Year","Plot_number","Transect_number","Grass_cover","Shrub_cover","richness","shannon"
"20b","infrequent",2004,1,1,43,0.5,2,0.0627602166108864
"20b","infrequent",2004,2,1,37,0.5,2,0.0708105549081963
"20b","infrequent",2004,3,1,66.5,0,1,0
"20b","infrequent",2004,4,1,15.5,0,1,0
"20b","infrequent",2004,5,1,15.5,0.5,2,0.139060798454741
"20b","infrequent",2004,6,2,81,33,2,0.601679754913255
"20b","infrequent",2004,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2004,8,2,51,32.5,2,0.668398605840635
"20b","infrequent",2004,9,2,33.5,7,2,0.460360165613076
"20b","infrequent",2004,10,2,19,4,2,0.462036909466457
"20b","infrequent",2004,11,3,33.5,30,2,0.691627407462365
"20b","infrequent",2004,12,3,69.5,0.5,2,0.0424147318581175
"20b","infrequent",2004,13,3,19.5,0,1,0
"20b","infrequent",2004,14,3,66.5,32.5,2,0.632955886266709
"20b","infrequent",2004,15,3,1,134,2,0.0437152733019693
"20b","infrequent",2004,16,4,4,66,2,0.219032521789021
"20b","infrequent",2004,17,4,25.5,32.5,2,0.685846399622252
"20b","infrequent",2004,18,4,16,0,1,0
"20b","infrequent",2004,19,4,18.5,0,1,0
"20b","infrequent",2004,20,4,36.5,0.5,2,0.071584833692919
"20b","infrequent",2005,1,1,43,0.5,2,0.0627602166108864
"20b","infrequent",2005,2,1,40,0.5,2,0.0665216142537903
"20b","infrequent",2005,3,1,66.5,0,1,0
"20b","infrequent",2005,4,1,33,3.5,2,0.315958290228785
"20b","infrequent",2005,5,1,15.5,3.5,2,0.477718412820419
"20b","infrequent",2005,6,2,51,33,2,0.670008979827427
"20b","infrequent",2005,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2005,8,2,39.5,33,2,0.689122754016169
"20b","infrequent",2005,9,2,33.5,7,2,0.460360165613076
"20b","infrequent",2005,10,2,19.5,7,2,0.577354049143257
"20b","infrequent",2005,11,3,33.5,30,2,0.691627407462365
"20b","infrequent",2005,12,3,39.5,0.5,2,0.0671968803626978
"20b","infrequent",2005,13,3,19.5,0.5,2,0.116906849137531
"20b","infrequent",2005,14,3,89,63,2,0.678445490130309
"20b","infrequent",2005,15,3,1,145.5,2,0.040843717863401
"20b","infrequent",2005,16,4,4,66,2,0.219032521789021
"20b","infrequent",2005,17,4,22.5,15.5,2,0.676083137934964
"20b","infrequent",2005,18,4,33.5,4,2,0.339488942434532
"20b","infrequent",2005,19,4,39.5,0.5,2,0.0671968803626978
"20b","infrequent",2005,20,4,66.5,3.5,2,0.198515243345873
"20b","infrequent",2006,1,1,54.5,0.5,2,0.0517811006744465
"20b","infrequent",2006,2,1,40,0.5,2,0.0665216142537903
"20b","infrequent",2006,3,1,39.5,0,1,0
"20b","infrequent",2006,4,1,33,3.5,2,0.315958290228785
"20b","infrequent",2006,5,1,15.5,3.5,2,0.477718412820419
"20b","infrequent",2006,6,2,51,36,2,0.678209393903313
"20b","infrequent",2006,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2006,8,2,69.5,36,2,0.641849426014824
"20b","infrequent",2006,9,2,33.5,7,2,0.460360165613076
"20b","infrequent",2006,10,2,19.5,18.5,2,0.69280088019564
"20b","infrequent",2006,11,3,33.5,47.5,2,0.678135161150618
"20b","infrequent",2006,12,3,39.5,0.5,2,0.0671968803626978
"20b","infrequent",2006,13,3,22.5,0.5,2,0.104732439105087
"20b","infrequent",2006,14,3,89,62.5,2,0.677770135163565
"20b","infrequent",2006,15,3,0.5,193,2,0.0179770842095629
"20b","infrequent",2006,16,4,4,88.5,2,0.178117798056668
"20b","infrequent",2006,17,4,40,15.5,2,0.592271335429901
"20b","infrequent",2006,18,4,33.5,4,2,0.339488942434532
"20b","infrequent",2006,19,4,39.5,4,2,0.30703555913351
"20b","infrequent",2006,20,4,66.5,15.5,2,0.484805224211194
"20b","infrequent",2007,1,1,54.5,0.5,2,0.0517811006744465
"20b","infrequent",2007,2,1,40,0.5,2,0.0665216142537903
"20b","infrequent",2007,3,1,69.5,0,1,0
"20b","infrequent",2007,4,1,33,3.5,2,0.315958290228785
"20b","infrequent",2007,5,1,15.5,7,2,0.619986801911361
"20b","infrequent",2007,6,2,40,36,2,0.691761498852418
"20b","infrequent",2007,7,2,88.5,33.5,2,0.58777106068352
"20b","infrequent",2007,8,2,69.5,36,2,0.641849426014824
"20b","infrequent",2007,9,2,51,7.5,2,0.382960430767595
"20b","infrequent",2007,10,2,19.5,36,2,0.648279167364477
"20b","infrequent",2007,11,3,36.5,78,2,0.625944377638256
"20b","infrequent",2007,12,3,69.5,0.5,2,0.0424147318581175
"20b","infrequent",2007,13,3,22.5,0.5,2,0.104732439105087
"20b","infrequent",2007,14,3,66.5,19,2,0.529706199057654
"20b","infrequent",2007,15,3,0,145,1,0
"20b","infrequent",2007,16,4,0.5,98,2,0.031881529706611
"20b","infrequent",2007,17,4,33.5,18.5,2,0.65094505041992
"20b","infrequent",2007,18,4,33.5,7,2,0.460360165613076
"20b","infrequent",2007,19,4,39.5,0.5,2,0.0671968803626978
"20b","infrequent",2007,20,4,66.5,32.5,2,0.632955886266709
"20b","infrequent",2008,1,1,54.5,0.5,2,0.0517811006744465
"20b","infrequent",2008,2,1,19,0.5,2,0.119246926396245
"20b","infrequent",2008,3,1,39.5,0,1,0
"20b","infrequent",2008,4,1,33,3.5,2,0.315958290228785
"20b","infrequent",2008,5,1,15.5,7,2,0.619986801911361
"20b","infrequent",2008,6,2,48.5,36,2,0.682165428035594
"20b","infrequent",2008,7,2,66,36,2,0.649248354870898
"20b","infrequent",2008,8,2,66.5,47.5,2,0.679193265991526
"20b","infrequent",2008,9,2,51,19,2,0.584674558147888
"20b","infrequent",2008,10,2,31,36,2,0.690360005607988
"20b","infrequent",2008,11,3,19,95,2,0.450561208866305
"20b","infrequent",2008,12,3,69.5,0.5,2,0.0424147318581175
"20b","infrequent",2008,13,3,22.5,4,2,0.424342019719988
"20b","infrequent",2008,14,3,16,30.5,2,0.643708583431071
"20b","infrequent",2008,15,3,0,145,1,0
"20b","infrequent",2008,16,4,0,101,1,0
"20b","infrequent",2008,17,4,22,18.5,2,0.689408331706515
"20b","infrequent",2008,18,4,15,18.5,2,0.687679422111847
"20b","infrequent",2008,19,4,39.5,3.5,2,0.282164140575811
"20b","infrequent",2008,20,4,63,33,2,0.64349155301929
"20b","infrequent",2009,1,1,54.5,0.5,2,0.0517811006744465
"20b","infrequent",2009,2,1,7.5,0.5,2,0.233791658706459
"20b","infrequent",2009,3,1,51,0,1,0
"20b","infrequent",2009,4,1,15.5,3.5,2,0.477718412820419
"20b","infrequent",2009,5,1,4,18.5,2,0.46800704307532
"20b","infrequent",2009,6,2,8,47.5,2,0.412415568358389
"20b","infrequent",2009,7,2,15.5,39.5,2,0.594662332302105
"20b","infrequent",2009,8,2,16,77.5,2,0.457662402886274
"20b","infrequent",2009,9,2,22,19,2,0.690467808703202
"20b","infrequent",2009,10,2,31,36,2,0.690360005607988
"20b","infrequent",2009,11,3,1.5,95,2,0.0801492014618975
"20b","infrequent",2009,12,3,39.5,1,2,0.115774158301888
"20b","infrequent",2009,13,3,25.5,15.5,2,0.663100825215715
"20b","infrequent",2009,14,3,1,47.5,2,0.100436761357287
"20b","infrequent",2009,15,3,0,145.5,1,0
"20b","infrequent",2009,16,4,0,101,1,0
"20b","infrequent",2009,17,4,39.5,30,2,0.683775702352125
"20b","infrequent",2009,18,4,15.5,47.5,2,0.557933430434883
"20b","infrequent",2009,19,4,22,15,2,0.675142588578924
"20b","infrequent",2009,20,4,NA,0,NA,NA
"20b","infrequent",2010,1,1,37,1,2,0.121692402678062
"20b","infrequent",2010,2,1,8,3.5,2,0.614503320310728
"20b","infrequent",2010,3,1,51,0,1,0
"20b","infrequent",2010,4,1,16,7,2,0.614503320310728
"20b","infrequent",2010,5,1,4,18.5,2,0.46800704307532
"20b","infrequent",2010,6,2,7.5,65,2,0.332594214311893
"20b","infrequent",2010,7,2,16,51,2,0.549699681707726
"20b","infrequent",2010,8,2,16,95.5,2,0.411262472596901
"20b","infrequent",2010,9,2,7.5,36.5,2,0.45660622106496
"20b","infrequent",2010,10,2,19.5,36,2,0.648279167364477
"20b","infrequent",2010,11,3,1,117.5,2,0.048697735291261
"20b","infrequent",2010,12,3,22,4,2,0.429323021930616
"20b","infrequent",2010,13,3,16.5,33,2,0.636514168294813
"20b","infrequent",2010,14,3,0.5,65,2,0.0448196242757644
"20b","infrequent",2010,15,3,0,145.5,1,0
"20b","infrequent",2010,16,4,0,101,1,0
"20b","infrequent",2010,17,4,36.5,65,2,0.653191113213914
"20b","infrequent",2010,18,4,4,65,2,0.221347809123405
"20b","infrequent",2010,19,4,19,33,2,0.656453523724577
"20b","infrequent",2010,20,4,3.5,97.5,2,0.150563316394681
"20b","infrequent",2011,1,1,25.5,1,2,0.160680562041546
"20b","infrequent",2011,2,1,8,4,2,0.636514168294813
"20b","infrequent",2011,3,1,33.5,0,1,0
"20b","infrequent",2011,4,1,16,18.5,2,0.690519379127295
"20b","infrequent",2011,5,1,4,36,2,0.325082973391448
"20b","infrequent",2011,6,2,8,48,2,0.410116318288409
"20b","infrequent",2011,7,2,33.5,45,2,0.682377806437999
"20b","infrequent",2011,8,2,1,65.5,2,0.0780397770903948
"20b","infrequent",2011,9,2,4.5,36.5,2,0.346005096046466
"20b","infrequent",2011,10,2,8,63,2,0.352073960194763
"20b","infrequent",2011,11,3,1,112.5,2,0.0504615379346431
"20b","infrequent",2011,12,3,36.5,4,2,0.322361851743164
"20b","infrequent",2011,13,3,16.5,33,2,0.636514168294813
"20b","infrequent",2011,14,3,1,65.5,2,0.0780397770903948
"20b","infrequent",2011,15,3,0,113,1,0
"20b","infrequent",2011,16,4,0,97.5,1,0
"20b","infrequent",2011,17,4,19,65,2,0.534632118517376
"20b","infrequent",2011,18,4,0.5,95,2,0.0327206861068792
"20b","infrequent",2011,19,4,7,36,2,0.444268654581768
"20b","infrequent",2011,20,4,0,97.5,1,0
"20b","infrequent",2012,1,1,25.5,4.5,2,0.422709087805991
"20b","infrequent",2012,2,1,8,2,2,0.500402423538188
"20b","infrequent",2012,3,1,51,1,2,0.0950301172556463
"20b","infrequent",2012,4,1,16,31,2,0.641317327350994
"20b","infrequent",2012,5,1,4,65.5,2,0.220183417499112
"20b","infrequent",2012,6,2,8,47.5,2,0.412415568358389
"20b","infrequent",2012,7,2,33.5,22.5,2,0.673729071840995
"20b","infrequent",2012,8,2,4,65,2,0.221347809123405
"20b","infrequent",2012,9,2,4.5,34,2,0.360668471879642
"20b","infrequent",2012,10,2,5,64,2,0.259965824927846
"20b","infrequent",2012,11,3,1,112.5,2,0.0504615379346431
"20b","infrequent",2012,12,3,36.5,3.5,2,0.296715256583635
"20b","infrequent",2012,13,3,16,33.5,2,0.62928192701554
"20b","infrequent",2012,14,3,1,80.5,2,0.066189482256956
"20b","infrequent",2012,15,3,0,101,1,0
"20b","infrequent",2012,16,4,0,97.5,1,0
"20b","infrequent",2012,17,4,30.5,51,2,0.66117024577874
"20b","infrequent",2012,18,4,0.5,65.5,2,0.0445379124397735
"20b","infrequent",2012,19,4,7,36.5,2,0.441191546028766
"20b","infrequent",2012,20,4,0,99,1,0
"20b","infrequent",2013,1,1,54.5,4.5,2,0.269566485830049
"20b","infrequent",2013,2,1,19.5,5,2,0.506008968947429
"20b","infrequent",2013,3,1,62.5,0.5,2,0.0462881199452269
"20b","infrequent",2013,4,1,16,48.5,2,0.560196018280902
"20b","infrequent",2013,5,1,4,65.5,2,0.220183417499112
"20b","infrequent",2013,6,2,7.5,81,2,0.290209849386375
"20b","infrequent",2013,7,2,33.5,16,2,0.62928192701554
"20b","infrequent",2013,8,2,4,51,2,0.260637099533922
"20b","infrequent",2013,9,2,19,64,2,0.537962801300437
"20b","infrequent",2013,10,2,4.5,63.5,2,0.243634435910559
"20b","infrequent",2013,11,3,1,130,2,0.0448196242757644
"20b","infrequent",2013,12,3,39.5,3.5,2,0.282164140575811
"20b","infrequent",2013,13,3,16,48,2,0.562335144618808
"20b","infrequent",2013,14,3,1,97.5,2,0.0567001334027067
"20b","infrequent",2013,15,3,0,130,1,0
"20b","infrequent",2013,16,4,0,104.5,1,0
"20b","infrequent",2013,17,4,19,51,2,0.584674558147888
"20b","infrequent",2013,18,4,0.5,68.5,2,0.0429247950234865
"20b","infrequent",2013,19,4,7,69.5,2,0.306002108844855
"20b","infrequent",2013,20,4,0,102,1,0
"4b","infrequent",1984,1,1,101,0,1,0
"4b","infrequent",1984,2,1,104.5,0,1,0
"4b","infrequent",1984,3,1,101.5,0,1,0
"4b","infrequent",1984,4,1,128,0,1,0
"4b","infrequent",1984,5,1,95.5,0,1,0
"4b","infrequent",1984,6,2,132.5,0.5,2,0.0247429107127183
"4b","infrequent",1984,7,2,105,0,1,0
"4b","infrequent",1984,8,2,104.5,0,1,0
"4b","infrequent",1984,9,2,101.5,0,1,0
"4b","infrequent",1984,10,2,105,0,1,0
"4b","infrequent",1984,11,3,99,0.5,2,0.0316120002143518
"4b","infrequent",1984,12,3,108,0,1,0
"4b","infrequent",1984,13,3,116,0,1,0
"4b","infrequent",1984,14,3,113,0,1,0
"4b","infrequent",1984,15,3,104.5,0,1,0
"4b","infrequent",1984,16,4,104.5,0,1,0
"4b","infrequent",1984,17,4,101,0,1,0
"4b","infrequent",1984,18,4,101.5,0,1,0
"4b","infrequent",1984,19,4,95.5,0,1,0
"4b","infrequent",1984,20,4,100.5,0,1,0
"4b","infrequent",1985,1,1,101,0,1,0
"4b","infrequent",1985,2,1,101.5,0,1,0
"4b","infrequent",1985,3,1,101.5,0,1,0
"4b","infrequent",1985,4,1,115.5,0,1,0
"4b","infrequent",1985,5,1,104.5,0,1,0
"4b","infrequent",1985,6,2,132.5,0,1,0
"4b","infrequent",1985,7,2,103.5,0,1,0
"4b","infrequent",1985,8,2,104.5,0,1,0
"4b","infrequent",1985,9,2,101.5,0,1,0
"4b","infrequent",1985,10,2,104,0,1,0
"4b","infrequent",1985,11,3,86,0.5,2,0.0355514210185078
"4b","infrequent",1985,12,3,108,0,1,0
"4b","infrequent",1985,13,3,116,0,1,0
"4b","infrequent",1985,14,3,113,0,1,0
"4b","infrequent",1985,15,3,105,0,1,0
"4b","infrequent",1985,16,4,101.5,0,1,0
"4b","infrequent",1985,17,4,88.5,0,1,0
"4b","infrequent",1985,18,4,89,0,1,0
"4b","infrequent",1985,19,4,78.5,0,1,0
"4b","infrequent",1985,20,4,89,0,1,0
"4b","infrequent",1986,1,1,104.5,0,1,0
"4b","infrequent",1986,2,1,145,0,1,0
"4b","infrequent",1986,3,1,101,0,1,0
"4b","infrequent",1986,4,1,115,0,1,0
"4b","infrequent",1986,5,1,103.5,0,1,0
"4b","infrequent",1986,6,2,150,0,1,0
"4b","infrequent",1986,7,2,103.5,0,1,0
"4b","infrequent",1986,8,2,103.5,0,1,0
"4b","infrequent",1986,9,2,98.5,0,1,0
"4b","infrequent",1986,10,2,89,0,1,0
"4b","infrequent",1986,11,3,88.5,0.5,2,0.0347133105978843
"4b","infrequent",1986,12,3,101,0,1,0
"4b","infrequent",1986,13,3,104,0,1,0
"4b","infrequent",1986,14,3,103.5,0,1,0
"4b","infrequent",1986,15,3,116.5,0,1,0
"4b","infrequent",1986,16,4,100,0,1,0
"4b","infrequent",1986,17,4,100,0.5,2,0.0313473294043129
"4b","infrequent",1986,18,4,100,0,1,0
"4b","infrequent",1986,19,4,77.5,0,1,0
"4b","infrequent",1986,20,4,130,0,1,0
"4b","infrequent",1987,1,1,101.5,0,1,0
"4b","infrequent",1987,2,1,113,0,1,0
"4b","infrequent",1987,3,1,98,0,1,0
"4b","infrequent",1987,4,1,92.5,0,1,0
"4b","infrequent",1987,5,1,121.5,0,1,0
"4b","infrequent",1987,6,2,118,0.5,2,0.0272824787467599
"4b","infrequent",1987,7,2,104,0,1,0
"4b","infrequent",1987,8,2,107,0,1,0
"4b","infrequent",1987,9,2,98.5,0,1,0
"4b","infrequent",1987,10,2,89.5,0,1,0
"4b","infrequent",1987,11,3,100.5,15,2,0.386139753942837
"4b","infrequent",1987,12,3,118.5,0,1,0
"4b","infrequent",1987,13,3,127.5,0,1,0
"4b","infrequent",1987,14,3,121,0,1,0
"4b","infrequent",1987,15,3,116.5,0,1,0
"4b","infrequent",1987,16,4,112.5,0,1,0
"4b","infrequent",1987,17,4,88.5,0,1,0
"4b","infrequent",1987,18,4,112.5,0,1,0
"4b","infrequent",1987,19,4,78,0,1,0
"4b","infrequent",1987,20,4,117.5,0,1,0
"4b","infrequent",1988,1,1,97.5,0,1,0
"4b","infrequent",1988,2,1,88.5,0,1,0
"4b","infrequent",1988,3,1,112.5,0,1,0
"4b","infrequent",1988,4,1,92.5,0,1,0
"4b","infrequent",1988,5,1,86,0,1,0
"4b","infrequent",1988,6,2,78,0.5,2,0.0385544860430356
"4b","infrequent",1988,7,2,66.5,0.5,2,0.0439858144770812
"4b","infrequent",1988,8,2,67,0,1,0
"4b","infrequent",1988,9,2,101,0,1,0
"4b","infrequent",1988,10,2,89,0,1,0
"4b","infrequent",1988,11,3,62.5,15,2,0.491327448450522
"4b","infrequent",1988,12,3,103.5,0,1,0
"4b","infrequent",1988,13,3,89,0,1,0
"4b","infrequent",1988,14,3,92,0,1,0
"4b","infrequent",1988,15,3,101,0.5,2,0.031087383598224
"4b","infrequent",1988,16,4,63,0.5,2,0.045986139404369
"4b","infrequent",1988,17,4,77.5,3.5,2,0.178014457665283
"4b","infrequent",1988,18,4,66,0,1,0
"4b","infrequent",1988,19,4,39.5,0,1,0
"4b","infrequent",1988,20,4,66,0,1,0
"4b","infrequent",1989,1,1,88.5,0,1,0
"4b","infrequent",1989,2,1,85.5,0,1,0
"4b","infrequent",1989,3,1,85.5,0,1,0
"4b","infrequent",1989,4,1,66.5,0,1,0
"4b","infrequent",1989,5,1,32.5,0,1,0
"4b","infrequent",1989,6,2,78,0.5,2,0.0385544860430356
"4b","infrequent",1989,7,2,40,0,1,0
"4b","infrequent",1989,8,2,69.5,0,1,0
"4b","infrequent",1989,9,2,85,0,1,0
"4b","infrequent",1989,10,2,33,0,1,0
"4b","infrequent",1989,11,3,19,15,2,0.686210712242764
"4b","infrequent",1989,12,3,48,0,1,0
"4b","infrequent",1989,13,3,16,0,1,0
"4b","infrequent",1989,14,3,66.5,0,1,0
"4b","infrequent",1989,15,3,33,0,1,0
"4b","infrequent",1989,16,4,47.5,0,1,0
"4b","infrequent",1989,17,4,18.5,3.5,2,0.438159320026818
"4b","infrequent",1989,18,4,36,0,1,0
"4b","infrequent",1989,19,4,33.5,0,1,0
"4b","infrequent",1989,20,4,30,3.5,2,0.334811354066888
"4b","infrequent",1990,1,1,88.5,0,1,0
"4b","infrequent",1990,2,1,100,0,1,0
"4b","infrequent",1990,3,1,85.5,0,1,0
"4b","infrequent",1990,4,1,36.5,0,1,0
"4b","infrequent",1990,5,1,36,0,1,0
"4b","infrequent",1990,6,2,66.5,0.5,2,0.0439858144770812
"4b","infrequent",1990,7,2,36,0,1,0
"4b","infrequent",1990,8,2,66.5,0,1,0
"4b","infrequent",1990,9,2,85,0,1,0
"4b","infrequent",1990,10,2,63.5,0,1,0
"4b","infrequent",1990,11,3,63,15,2,0.489551893622929
"4b","infrequent",1990,12,3,36,0,1,0
"4b","infrequent",1990,13,3,36,0,1,0
"4b","infrequent",1990,14,3,89,0.5,2,0.0345507670028156
"4b","infrequent",1990,15,3,66,0,1,0
"4b","infrequent",1990,16,4,33,3.5,2,0.315958290228785
"4b","infrequent",1990,17,4,66,3.5,2,0.199573035110633
"4b","infrequent",1990,18,4,33,0,1,0
"4b","infrequent",1990,19,4,36.5,0,1,0
"4b","infrequent",1990,20,4,30,15,2,0.636514168294813
"4b","infrequent",1991,1,1,88.5,0,1,0
"4b","infrequent",1991,2,1,92,0,1,0
"4b","infrequent",1991,3,1,85.5,0,1,0
"4b","infrequent",1991,4,1,78.5,0,1,0
"4b","infrequent",1991,5,1,47.5,0,1,0
"4b","infrequent",1991,6,2,66.5,0.5,2,0.0439858144770812
"4b","infrequent",1991,7,2,63.5,0.5,2,0.0456883890739836
"4b","infrequent",1991,8,2,92.5,0,1,0
"4b","infrequent",1991,9,2,85.5,0,1,0
"4b","infrequent",1991,10,2,86,0,1,0
"4b","infrequent",1991,11,3,70,15,2,0.465999256961043
"4b","infrequent",1991,12,3,69.5,0.5,2,0.0424147318581175
"4b","infrequent",1991,13,3,67,0,1,0
"4b","infrequent",1991,14,3,86,0.5,2,0.0355514210185078
"4b","infrequent",1991,15,3,85.5,0,1,0
"4b","infrequent",1991,16,4,66,4,2,0.219032521789021
"4b","infrequent",1991,17,4,66,4,2,0.219032521789021
"4b","infrequent",1991,18,4,66,0,1,0
"4b","infrequent",1991,19,4,36,3.5,2,0.299304414333564
"4b","infrequent",1991,20,4,36,3.5,2,0.299304414333564
"4b","infrequent",1992,1,1,92,0,1,0
"4b","infrequent",1992,2,1,89,0,1,0
"4b","infrequent",1992,3,1,89,0,1,0
"4b","infrequent",1992,4,1,67,0,1,0
"4b","infrequent",1992,5,1,78.5,0,1,0
"4b","infrequent",1992,6,2,69.5,0,1,0
"4b","infrequent",1992,7,2,43,0,1,0
"4b","infrequent",1992,8,2,70,0,1,0
"4b","infrequent",1992,9,2,101,0,1,0
"4b","infrequent",1992,10,2,86.5,0,1,0
"4b","infrequent",1992,11,3,36.5,3.5,2,0.296715256583635
"4b","infrequent",1992,12,3,25.5,0,1,0
"4b","infrequent",1992,13,3,54.5,0,1,0
"4b","infrequent",1992,14,3,103.5,0,1,0
"4b","infrequent",1992,15,3,54.5,0,1,0
"4b","infrequent",1992,16,4,66,15,2,0.479165623928275
"4b","infrequent",1992,17,4,66,3.5,2,0.199573035110633
"4b","infrequent",1992,18,4,66,0,1,0
"4b","infrequent",1992,19,4,48,0,1,0
"4b","infrequent",1992,20,4,47.5,36,2,0.683632942529286
"4b","infrequent",1993,1,1,92.5,0,1,0
"4b","infrequent",1993,2,1,92.5,0,1,0
"4b","infrequent",1993,3,1,81,0,1,0
"4b","infrequent",1993,4,1,83.5,0,1,0
"4b","infrequent",1993,5,1,113.5,0,1,0
"4b","infrequent",1993,6,2,83.5,3.5,2,0.168674047967487
"4b","infrequent",1993,7,2,37,3.5,2,0.294175229481133
"4b","infrequent",1993,8,2,54.5,0,1,0
"4b","infrequent",1993,9,2,81,0,1,0
"4b","infrequent",1993,10,2,84.5,0,1,0
"4b","infrequent",1993,11,3,37,32.5,2,0.691049548667922
"4b","infrequent",1993,12,3,60,0,1,0
"4b","infrequent",1993,13,3,62.5,0,1,0
"4b","infrequent",1993,14,3,77.5,3.5,2,0.178014457665283
"4b","infrequent",1993,15,3,48.5,0,1,0
"4b","infrequent",1993,16,4,30,32.5,2,0.692346967089961
"4b","infrequent",1993,17,4,47.5,15,2,0.551079928086973
"4b","infrequent",1993,18,4,47.5,0,1,0
"4b","infrequent",1993,19,4,33.5,7,2,0.460360165613076
"4b","infrequent",1993,20,4,30,77.5,2,0.592072600891341
"4b","infrequent",1994,1,1,92,0,1,0
"4b","infrequent",1994,2,1,89,0,1,0
"4b","infrequent",1994,3,1,89,0,1,0
"4b","infrequent",1994,4,1,81.5,0,1,0
"4b","infrequent",1994,5,1,78,0,1,0
"4b","infrequent",1994,6,2,92,0.5,2,0.0336089094023607
"4b","infrequent",1994,7,2,43,0.5,2,0.0627602166108864
"4b","infrequent",1994,8,2,67,0,1,0
"4b","infrequent",1994,9,2,86.5,0,1,0
"4b","infrequent",1994,10,2,92.5,0,1,0
"4b","infrequent",1994,11,3,40,15,2,0.585952618303551
"4b","infrequent",1994,12,3,73,0,1,0
"4b","infrequent",1994,13,3,84.5,0,1,0
"4b","infrequent",1994,14,3,92,3.5,2,0.157144891693538
"4b","infrequent",1994,15,3,84.5,0,1,0
"4b","infrequent",1994,16,4,66.5,15,2,0.47747808115426
"4b","infrequent",1994,17,4,70,15,2,0.465999256961043
"4b","infrequent",1994,18,4,66.5,0,1,0
"4b","infrequent",1994,19,4,36.5,7,2,0.441191546028766
"4b","infrequent",1994,20,4,30,47.5,2,0.667431707658747
"4b","infrequent",1995,1,1,89,0,1,0
"4b","infrequent",1995,2,1,92,0,1,0
"4b","infrequent",1995,3,1,92,0,1,0
"4b","infrequent",1995,4,1,95.5,0,1,0
"4b","infrequent",1995,5,1,78.5,0,1,0
"4b","infrequent",1995,6,2,89,0.5,2,0.0345507670028156
"4b","infrequent",1995,7,2,36.5,3.5,2,0.296715256583635
"4b","infrequent",1995,8,2,70,0,1,0
"4b","infrequent",1995,9,2,89,0,1,0
"4b","infrequent",1995,10,2,92.5,0,1,0
"4b","infrequent",1995,11,3,69.5,3.5,2,0.192419993293587
"4b","infrequent",1995,12,3,92.5,0,1,0
"4b","infrequent",1995,13,3,107,0,1,0
"4b","infrequent",1995,14,3,92,3.5,2,0.157144891693538
"4b","infrequent",1995,15,3,81.5,3.5,2,0.171665179550912
"4b","infrequent",1995,16,4,36,32.5,2,0.691841268073582
"4b","infrequent",1995,17,4,70,32.5,2,0.624643580560267
"4b","infrequent",1995,18,4,81,0,1,0
"4b","infrequent",1995,19,4,81,7,2,0.277657807979857
"4b","infrequent",1995,20,4,47.5,47.5,2,0.693147180559945
"4b","infrequent",1996,1,1,86,0,1,0
"4b","infrequent",1996,2,1,86,0,1,0
"4b","infrequent",1996,3,1,92,0,1,0
"4b","infrequent",1996,4,1,67,0,1,0
"4b","infrequent",1996,5,1,81.5,0,1,0
"4b","infrequent",1996,6,2,69.5,3.5,2,0.192419993293587
"4b","infrequent",1996,7,2,36.5,3.5,2,0.296715256583635
"4b","infrequent",1996,8,2,73,0,1,0
"4b","infrequent",1996,9,2,85.5,0,1,0
"4b","infrequent",1996,10,2,70,0,1,0
"4b","infrequent",1996,11,3,51,15,2,0.535959889216217
"4b","infrequent",1996,12,3,67,3.5,2,0.197469789407889
"4b","infrequent",1996,13,3,92.5,0,1,0
"4b","infrequent",1996,14,3,92,3.5,2,0.157144891693538
"4b","infrequent",1996,15,3,16,3.5,2,0.470614981181481
"4b","infrequent",1996,16,4,15.5,32.5,2,0.629048442694337
"4b","infrequent",1996,17,4,22.5,15,2,0.673011667009257
"4b","infrequent",1996,18,4,69.5,0,1,0
"4b","infrequent",1996,19,4,22,18.5,2,0.689408331706515
"4b","infrequent",1996,20,4,18.5,32.5,2,0.654981290626891
"4b","infrequent",1997,1,1,86,0,1,0
"4b","infrequent",1997,2,1,85.5,0,1,0
"4b","infrequent",1997,3,1,86,0,1,0
"4b","infrequent",1997,4,1,66.5,0,1,0
"4b","infrequent",1997,5,1,69.5,0,1,0
"4b","infrequent",1997,6,2,89,3.5,2,0.161010727806009
"4b","infrequent",1997,7,2,63.5,7,2,0.323521857790546
"4b","infrequent",1997,8,2,64,0,1,0
"4b","infrequent",1997,9,2,63,0,1,0
"4b","infrequent",1997,10,2,86,0,1,0
"4b","infrequent",1997,11,3,33.5,15,2,0.618522040884214
"4b","infrequent",1997,12,3,37,3.5,2,0.294175229481133
"4b","infrequent",1997,13,3,66.5,0,1,0
"4b","infrequent",1997,14,3,89,3.5,2,0.161010727806009
"4b","infrequent",1997,15,3,33,3.5,2,0.315958290228785
"4b","infrequent",1997,16,4,15,32.5,2,0.623654849568108
"4b","infrequent",1997,17,4,19,32.5,2,0.658384846357606
"4b","infrequent",1997,18,4,63.5,0,1,0
"4b","infrequent",1997,19,4,19,30,2,0.667733317416197
"4b","infrequent",1997,20,4,36,62.5,2,0.6565073950733
"4b","infrequent",1998,1,1,89,0,1,0
"4b","infrequent",1998,2,1,89,0,1,0
"4b","infrequent",1998,3,1,63.5,0,1,0
